success,time_to_target,sim_duration,min_safety_margin,n_safety_violations,control_effort,mpc_infeasible_steps,n_steps,level,ic_idx,traj_id
True,0.6,0.6,2.8223950197235204,0,13.3706682263868,0,12,mild,29,15
True,1.3500000000000005,1.3500000000000005,0.006182167146253424,0,44.13652075213952,0,27,mild,30,16
True,0.49999999999999994,0.49999999999999994,5.247771013779821,0,11.893204238320413,0,10,mild,32,17
True,0.6,0.6,8.315789355854676,0,12.433144278876094,0,12,mild,37,18
True,1.3500000000000005,1.3500000000000005,0.07731164838508292,0,46.11791821766538,0,27,mild,38,19
True,0.2,0.2,9.194602141979937,0,5.12229068872325,0,4,mild,42,20
True,0.7000000000000001,0.7000000000000001,0.12545691072019174,0,9.983307106095992,0,14,mild,44,21
False,,0.8500000000000002,-0.11724394480474615,1,23.11825760431942,1,17,mild,47,22
False,,0.65,-0.04385186416222923,1,16.789157232182212,1,13,mild,48,23
False,,0.9000000000000002,-0.1856620235809053,1,32.02238534136413,1,18,mild,53,24
True,1.0500000000000003,1.0500000000000003,0.06633574752697195,0,23.27454501334816,0,21,mild,54,25
False,,0.39999999999999997,-0.00437075844461927,1,12.960202552950113,1,8,mild,55,26
True,0.49999999999999994,0.49999999999999994,10.172540060278964,0,13.346303189313529,0,10,mild,56,27
False,,0.39999999999999997,-0.04270043762455175,1,18.75833539255733,1,8,mild,60,28
False,,0.8000000000000002,-0.1749158151394946,1,21.190688747767023,1,16,mild,61,29
