success,outcome,time_to_target,sim_duration,control_effort,min_safety_margin,n_infeasible,n_steps,mean_step_ms,total_solve_ms,dt_mpc,N_hor,T_hor_actual,method,cand_id
True,REACHED,0.6250000000000002,0.6250000000000002,13.901977519598669,3.9214457100902744,0,25,286.32304399914574,7158.0760999786435,0.025,50,1.25,Vanilla MPC,76
True,REACHED,1.2999999999999994,1.2999999999999994,35.25112323301501,2.839412195532672e-06,0,52,302.35764807842384,15722.59770007804,0.025,50,1.25,Vanilla MPC,77
True,REACHED,1.3249999999999993,1.3249999999999993,34.42845052518753,3.8036444622444876e-06,0,53,311.6000943398762,16514.80500001344,0.025,50,1.25,Vanilla MPC,78
True,REACHED,0.6250000000000002,0.6250000000000002,14.296607491588766,2.130234368420517e-05,0,25,314.87788400030695,7871.947100007674,0.025,50,1.25,Vanilla MPC,79
True,REACHED,1.3249999999999993,1.3249999999999993,44.083847073265616,6.983679016966486e-06,0,53,315.99124905846594,16747.536200098693,0.025,50,1.25,Vanilla MPC,80
True,REACHED,0.7500000000000003,0.7500000000000003,16.066795768245388,2.258380932237251e-06,0,30,341.355656668505,10240.66970005515,0.025,50,1.25,Vanilla MPC,81
True,REACHED,1.2749999999999995,1.2749999999999995,36.255637569720896,1.6897362399948855e-06,0,51,370.08042352852715,18874.101599954884,0.025,50,1.25,Vanilla MPC,82
True,REACHED,0.9250000000000005,0.9250000000000005,28.355168087770434,8.918922162373477e-07,0,37,317.5472162150293,11749.246999956085,0.025,50,1.25,Vanilla MPC,83
True,REACHED,0.27499999999999997,0.27499999999999997,6.323652812973869,5.204827134683885,0,11,382.08080908886836,4202.888899977552,0.025,50,1.25,Vanilla MPC,84
False,INFEASIBLE_STEP1,,0.0,0.0,8.496681644949996,1,0,3508.642200002214,3508.642200002214,0.025,50,1.25,Vanilla MPC,85
False,INFEASIBLE_STEP1,,0.0,0.0,4.8990057720047595,1,0,3612.938199992641,3612.938199992641,0.025,50,1.25,Vanilla MPC,86
True,REACHED,0.8000000000000004,0.8000000000000004,18.484851336711372,1.1396021482233747,0,32,318.3711437504826,10187.876600015443,0.025,50,1.25,Vanilla MPC,87
True,REACHED,1.15,1.15,28.081711736051055,3.044489148701972e-06,0,46,333.35211739176884,15334.197400021367,0.025,50,1.25,Vanilla MPC,88
True,REACHED,1.125,1.125,29.066561364243817,1.2181005249435609e-06,0,45,319.50854889000766,14377.884700050345,0.025,50,1.25,Vanilla MPC,89
True,REACHED,0.8250000000000004,0.8250000000000004,16.514753281778585,0.04535616056863817,0,33,360.37350606233247,11892.325700056972,0.025,50,1.25,Vanilla MPC,90
False,INFEASIBLE_STEP1,,0.0,0.0,5.893491440726705,1,0,2133.2222999917576,2133.2222999917576,0.025,50,1.25,Vanilla MPC,91
True,REACHED,1.2499999999999996,1.2499999999999996,38.483006355493686,2.742210593153732e-07,0,50,288.8296939988504,14441.48469994252,0.025,50,1.25,Vanilla MPC,92
True,REACHED,0.9500000000000005,0.9500000000000005,16.791136571485907,2.3799089612946824e-06,0,38,264.72305000022874,10059.475900008692,0.025,50,1.25,Vanilla MPC,93
True,REACHED,0.8500000000000004,0.8500000000000004,16.66768860665237,1.386147390182502e-06,0,34,275.31449706079644,9360.692900067079,0.025,50,1.25,Vanilla MPC,94
True,REACHED,1.0500000000000003,1.0500000000000003,27.29663693331092,2.6446360893962323e-06,0,42,277.9947333325427,11675.778799966793,0.025,50,1.25,Vanilla MPC,95
True,REACHED,1.424999999999999,1.424999999999999,52.017968362733235,6.939195093014448e-07,0,57,273.39712807065155,15583.636300027138,0.025,50,1.25,Vanilla MPC,96
True,REACHED,1.3749999999999991,1.3749999999999991,49.02865856199757,6.858400408678953e-06,0,55,246.282560000757,13545.540800041636,0.025,50,1.25,Vanilla MPC,97
False,INFEASIBLE_STEP1,,0.0,0.0,6.452721267129129,1,0,1883.799999995972,1883.799999995972,0.025,50,1.25,Vanilla MPC,98
True,REACHED,0.4000000000000001,0.4000000000000001,9.406529028196337,7.620092577108419,0,16,307.5609687502947,4920.975500004715,0.025,50,1.25,Vanilla MPC,99
True,REACHED,0.9000000000000005,0.9000000000000005,25.91366541298782,9.320404501632701e-07,0,36,299.8801777773931,10795.686399986153,0.025,50,1.25,Vanilla MPC,100
False,INFEASIBLE_STEP1,,0.0,0.0,1.4566787727302752,1,0,2007.2572999924887,2007.2572999924887,0.025,50,1.25,Vanilla MPC,101
True,REACHED,1.15,1.15,27.012638751662692,3.954541903812094e-06,0,46,205.2130717388734,9439.801299988176,0.025,50,1.25,Vanilla MPC,102
True,REACHED,0.9750000000000005,0.9750000000000005,29.70124023718978,1.0128319861565146e-06,0,39,207.0225153837759,8073.87809996726,0.025,50,1.25,Vanilla MPC,103
False,INFEASIBLE_STEP1,,0.0,0.0,6.940431112247124,1,0,1762.0174000039697,1762.0174000039697,0.025,50,1.25,Vanilla MPC,104
True,REACHED,1.2499999999999996,1.2499999999999996,30.671703636470987,2.9541156683871956e-06,0,50,248.30734599934658,12415.367299967329,0.025,50,1.25,Vanilla MPC,105
True,REACHED,1.0250000000000004,1.0250000000000004,32.53819247315594,1.7130625044490326e-06,0,41,234.34372682893854,9608.09279998648,0.025,50,1.25,Vanilla MPC,106
True,REACHED,0.9000000000000005,0.9000000000000005,15.524097417802084,1.3626886465870853e-06,0,36,187.3540111127012,6744.744400057243,0.025,50,1.25,Vanilla MPC,107
True,REACHED,1.1,1.1,31.382571392111814,4.1654612977665215e-06,0,44,212.69646590934082,9358.644500010996,0.025,50,1.25,Vanilla MPC,108
True,REACHED,0.6000000000000002,0.6000000000000002,9.801399965351706,3.796552480635968,0,24,193.63623333265423,4647.2695999837015,0.025,50,1.25,Vanilla MPC,109
False,INFEASIBLE_STEP1,,0.0,0.0,4.248083640405753,1,0,2106.9826999882935,2106.9826999882935,0.025,50,1.25,Vanilla MPC,110
False,INFEASIBLE_STEP1,,0.0,0.0,7.590778356202586,1,0,1261.0590999975102,1261.0590999975102,0.025,50,1.25,Vanilla MPC,111
True,REACHED,1.3499999999999992,1.3499999999999992,35.60524851107995,1.1628705932962784e-06,0,54,186.00757592584057,10044.409099995391,0.025,50,1.25,Vanilla MPC,112
True,REACHED,0.5000000000000001,0.5000000000000001,8.86002453100135,1.4692720273931687e-06,0,20,198.23395499988692,3964.6790999977384,0.025,50,1.25,Vanilla MPC,113
True,REACHED,1.424999999999999,1.424999999999999,51.03184279946311,3.1332520727829307e-06,0,57,225.52590877156737,12854.97679997934,0.025,50,1.25,Vanilla MPC,114
True,REACHED,0.9250000000000005,0.9250000000000005,21.2254884249407,2.2859355566343716e-06,0,37,171.1273648637674,6331.712499959394,0.025,50,1.25,Vanilla MPC,115
False,INFEASIBLE_STEP1,,0.0,0.0,0.07152505246789657,1,0,1033.7515999999596,1033.7515999999596,0.025,50,1.25,Vanilla MPC,116
True,REACHED,1.2749999999999995,1.2749999999999995,33.666066489756204,5.614461488837118e-06,0,51,171.5684313721973,8749.989999982063,0.025,50,1.25,Vanilla MPC,117
True,REACHED,1.0250000000000004,1.0250000000000004,30.1671134910898,7.313435081535539e-07,0,41,142.36843658585624,5837.105900020106,0.025,50,1.25,Vanilla MPC,118
True,REACHED,1.2999999999999994,1.2999999999999994,33.14037216148078,2.8350499462173784e-06,0,52,193.11219807731015,10041.834300020128,0.025,50,1.25,Vanilla MPC,119
True,REACHED,1.125,1.125,25.297252942262297,2.313678767067001e-06,0,45,163.7368666664568,7368.1589999905555,0.025,50,1.25,Vanilla MPC,120
True,REACHED,0.4250000000000001,0.4250000000000001,7.470701048823425,0.4314282675742629,0,17,196.07790000137516,3333.324300023378,0.025,50,1.25,Vanilla MPC,121
False,INFEASIBLE_STEP1,,0.0,0.0,9.595733327511628,1,0,1423.9642999891657,1423.9642999891657,0.025,50,1.25,Vanilla MPC,122
False,INFEASIBLE_STEP1,,0.0,0.0,6.575919605703361,1,0,765.8224000042537,765.8224000042537,0.025,50,1.25,Vanilla MPC,123
True,REACHED,1.2499999999999996,1.2499999999999996,32.71185107436993,1.048233129583798e-06,0,50,184.22519200044917,9211.259600022458,0.025,50,1.25,Vanilla MPC,124
True,REACHED,0.8750000000000004,0.8750000000000004,20.133167208331304,9.420446666879266e-07,0,35,147.89604857173148,5176.361700010602,0.025,50,1.25,Vanilla MPC,125
True,REACHED,1.1749999999999998,1.1749999999999998,28.796349546095318,3.1029033442653147e-06,0,47,142.93937872323713,6718.150799992145,0.025,50,1.25,Vanilla MPC,126
True,REACHED,1.2499999999999996,1.2499999999999996,30.186521236338002,3.863836806248752e-06,0,50,149.89793000073405,7494.8965000367025,0.025,50,1.25,Vanilla MPC,127
False,INFEASIBLE_STEP1,,0.0,0.0,5.096699190658456,1,0,767.4037999968277,767.4037999968277,0.025,50,1.25,Vanilla MPC,128
True,REACHED,1.0250000000000004,1.0250000000000004,27.179178988388834,3.5110093326763536e-06,0,41,156.35856341395993,6410.701099972357,0.025,50,1.25,Vanilla MPC,129
True,REACHED,0.7500000000000003,0.7500000000000003,16.03512289002168,1.5722623053993332,0,30,129.51388333264427,3885.4164999793284,0.025,50,1.25,Vanilla MPC,130
True,REACHED,1.2249999999999996,1.2249999999999996,41.40262757425559,2.8801013518199204e-06,0,49,187.94772652873522,9209.438599908026,0.025,50,1.25,Vanilla MPC,131
True,REACHED,0.7750000000000004,0.7750000000000004,14.177366718346669,6.956164000411614,0,31,165.20117419244227,5121.23639996571,0.025,50,1.25,Vanilla MPC,132
True,REACHED,1.1999999999999997,1.1999999999999997,33.91339019721875,3.3023193569125124e-07,0,48,169.76748124883065,8148.839099943871,0.025,50,1.25,Vanilla MPC,133
True,REACHED,0.9500000000000005,0.9500000000000005,16.263534610927987,0.8026824231206191,0,38,166.98923947383025,6345.591100005549,0.025,50,1.25,Vanilla MPC,134
True,REACHED,0.47500000000000014,0.47500000000000014,10.413882770160123,7.566471114432628,0,19,192.29980000129314,3653.6962000245694,0.025,50,1.25,Vanilla MPC,135
True,REACHED,0.8750000000000004,0.8750000000000004,19.142868671118915,1.5778039060915822e-06,0,35,168.19316571553438,5886.760800043703,0.025,50,1.25,Vanilla MPC,136
True,REACHED,1.0250000000000004,1.0250000000000004,23.73475311406041,2.745643906790472e-06,0,41,152.21835122012146,6240.95240002498,0.025,50,1.25,Vanilla MPC,137
True,REACHED,0.8750000000000004,0.8750000000000004,18.331983663386808,2.957444565261884e-06,0,35,170.33202000062116,5961.62070002174,0.025,50,1.25,Vanilla MPC,138
True,REACHED,0.6250000000000002,0.6250000000000002,11.323022022245993,5.182553668461649,0,25,154.59417600068264,3864.854400017066,0.025,50,1.25,Vanilla MPC,139
False,INFEASIBLE_STEP1,,0.0,0.0,4.298763991527994,1,0,552.098100000876,552.098100000876,0.025,50,1.25,Vanilla MPC,140
True,REACHED,0.6250000000000002,0.6250000000000002,14.048696509504316,9.472402385468731,0,25,134.1935719992034,3354.8392999800853,0.025,50,1.25,Vanilla MPC,141
True,REACHED,0.7250000000000003,0.7250000000000003,14.663176365744558,2.3642692330733084,0,29,174.94260000038875,5073.335400011274,0.025,50,1.25,Vanilla MPC,142
True,REACHED,1.0500000000000003,1.0500000000000003,24.36737604337112,2.7707709342399454e-06,0,42,167.5999261902429,7039.196899990202,0.025,50,1.25,Vanilla MPC,143
True,REACHED,0.4000000000000001,0.4000000000000001,8.86793653944856,1.2947264729779853,0,16,149.6412312508255,2394.259700013208,0.025,50,1.25,Vanilla MPC,144
True,REACHED,0.24999999999999997,0.24999999999999997,6.954081183756488,9.443372770590488,0,10,136.82091999944532,1368.2091999944532,0.025,50,1.25,Vanilla MPC,145
True,REACHED,1.1749999999999998,1.1749999999999998,30.682138823065493,1.2967939254498485e-06,0,47,161.57560000020237,7594.053200009512,0.025,50,1.25,Vanilla MPC,146
True,REACHED,0.9500000000000005,0.9500000000000005,19.838645073152154,2.177187882698913e-06,0,38,142.898286840232,5430.134899928817,0.025,50,1.25,Vanilla MPC,147
True,REACHED,0.7250000000000003,0.7250000000000003,21.324793185938805,9.040578582588326,0,29,216.62151379358215,6282.023900013883,0.025,50,1.25,Vanilla MPC,148
True,REACHED,1.0250000000000004,1.0250000000000004,20.51568395837496,3.829759498569247e-06,0,41,144.88698780414558,5940.366499969969,0.025,50,1.25,Vanilla MPC,149
True,REACHED,1.2499999999999996,1.2499999999999996,40.39588366808398,2.4695877859358783e-06,0,50,173.91536000010092,8695.768000005046,0.025,50,1.25,Vanilla MPC,150
True,REACHED,1.2249999999999996,1.2249999999999996,40.88150736794939,2.2404833280754355e-06,0,49,158.63288163203907,7773.011199969915,0.025,50,1.25,Vanilla MPC,151
False,INFEASIBLE_STEP1,,0.0,0.0,0.4470685619030109,1,0,947.4861000053352,947.4861000053352,0.025,50,1.25,Vanilla MPC,152
True,REACHED,1.2999999999999994,1.2999999999999994,35.60741055955133,3.993363953599043e-06,0,52,159.8159096152253,8310.427299991716,0.025,50,1.25,Vanilla MPC,153
True,REACHED,1.2749999999999995,1.2749999999999995,34.952680401019336,8.457902516430378e-07,0,51,172.05425490101334,8774.76699995168,0.025,50,1.25,Vanilla MPC,154
True,REACHED,0.8500000000000004,0.8500000000000004,23.56074372509569,4.4155864823273026e-05,0,34,162.1028382347397,5511.496499981149,0.025,50,1.25,Vanilla MPC,155
True,REACHED,1.2499999999999996,1.2499999999999996,35.66498195237483,7.74474835697498e-07,0,50,161.49228400172433,8074.614200086216,0.025,50,1.25,Vanilla MPC,156
True,REACHED,0.8250000000000004,0.8250000000000004,19.036357828291386,2.4816138669060193e-06,0,33,157.70063636327077,5204.120999987936,0.025,50,1.25,Vanilla MPC,157
False,INFEASIBLE_STEP1,,0.0,0.0,7.8393807299202,1,0,1265.781900001457,1265.781900001457,0.025,50,1.25,Vanilla MPC,158
False,INFEASIBLE_STEP1,,0.0,0.0,4.913651150565764,1,0,883.4093000041321,883.4093000041321,0.025,50,1.25,Vanilla MPC,159
True,REACHED,0.7750000000000004,0.7750000000000004,14.013445736377957,0.8110155509642215,0,31,157.06772903391655,4869.099600051413,0.025,50,1.25,Vanilla MPC,160
True,REACHED,0.5500000000000002,0.5500000000000002,11.415260862436016,9.345608605004816,0,22,133.03672272476516,2926.8078999448335,0.025,50,1.25,Vanilla MPC,161
True,REACHED,0.7250000000000003,0.7250000000000003,14.779982830488931,10.013850938056027,0,29,148.06741379213454,4293.954999971902,0.025,50,1.25,Vanilla MPC,162
True,REACHED,0.5750000000000002,0.5750000000000002,12.611151728974507,9.561516822759849,0,23,139.2138130423795,3201.9176999747287,0.025,50,1.25,Vanilla MPC,163
True,REACHED,0.7250000000000003,0.7250000000000003,16.647396917811644,7.186822430939988e-06,0,29,140.4243965521816,4072.3075000132667,0.025,50,1.25,Vanilla MPC,164
True,REACHED,0.5750000000000002,0.5750000000000002,11.423642949890855,5.154294992256547,0,23,143.06399565185015,3290.4718999925535,0.025,50,1.25,Vanilla MPC,165
False,INFEASIBLE_STEP1,,0.0,0.0,8.247228528302633,1,0,519.9642000079621,519.9642000079621,0.025,50,1.25,Vanilla MPC,166
True,REACHED,1.424999999999999,1.424999999999999,51.423545111777244,2.0545181299663977e-06,0,57,161.21845263216784,9189.451800033567,0.025,50,1.25,Vanilla MPC,167
